2023-06-03 16:44:21,370 [INFO] admin_api_server: AdminApi initialized
2023-06-03 16:44:21,386 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-03 16:44:21,406 [INFO] admin_api_server: PublicAPI initialized
2023-06-03 16:44:21,410 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-03 18:28:42,396 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,407 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,421 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,425 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,426 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,426 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,427 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,428 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,433 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,439 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:42,670 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:43,374 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:43,374 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 18:28:43,401 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (49.181.39.23, 172.18.0.1)
2023-06-03 19:48:47,621 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,626 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,627 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_agent_report)
2023-06-03 19:48:47,630 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,632 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,635 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,637 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,639 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,641 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,643 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,647 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,653 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_report)
2023-06-03 19:48:47,658 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_kasms)
2023-06-03 19:48:47,660 [WARNING] admin_api_server: Invalid token (0a892b1a-6851-457f-a2d2-26552af363ff) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1) for request (get_alert_report)
2023-06-03 19:49:12,149 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,150 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,158 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,168 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,182 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,194 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,207 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,208 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,210 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,217 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,219 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,227 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:12,495 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:13,170 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:13,170 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:13,171 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,434 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,435 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,435 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,437 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,447 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,482 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,901 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,912 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,917 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,923 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,925 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,935 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,936 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:25,942 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:26,057 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:26,477 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:26,478 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-03 19:49:29,399 [DEBUG] admin_api_server: Successfully authenticated request (get_settings) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-04 00:36:03,724 [DEBUG] admin_api_server: Successfully authenticated request (get_settings) for user (admin@kasm.local) at (1.129.23.95, 172.18.0.1)
2023-06-05 18:51:43,727 [INFO] admin_api_server: AdminApi initialized
2023-06-05 18:51:43,752 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-05 18:51:43,774 [INFO] admin_api_server: PublicAPI initialized
2023-06-05 18:51:43,778 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-06 04:26:04,757 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,758 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,763 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,770 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,780 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,781 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,782 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,786 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,792 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,806 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,816 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,840 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,850 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,857 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,873 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:04,997 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:26:07,976 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:31,533 [DEBUG] admin_api_server: Successfully authenticated request (system_info) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:31,539 [DEBUG] admin_api_server: License Check: Current Kasms (0) , License Limit (5) , Remaining (5)
2023-06-06 04:27:31,682 [DEBUG] admin_api_server: Successfully authenticated request (get_registries) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:31,687 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:31,692 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:31,915 [DEBUG] admin_api_server: Successfully authenticated request (update_registry) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:34,198 [DEBUG] admin_api_server: Successfully authenticated request (get_registries) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:34,201 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:27:45,093 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,727 [DEBUG] admin_api_server: Successfully authenticated request (get_registries) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,731 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,737 [DEBUG] admin_api_server: Successfully authenticated request (get_server_pools) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,738 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,739 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,739 [DEBUG] admin_api_server: Successfully authenticated request (get_server_custom_network_names) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,743 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,743 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:28:02,932 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:32,369 [DEBUG] admin_api_server: Successfully authenticated request (update_image) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:32,379 [INFO] admin_api_server: Updated Image (3a468284-1672-4078-8515-25bcb77bba77) - (kasmweb/vs-code:1.13.1)
2023-06-06 04:30:32,551 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,307 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,313 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,323 [DEBUG] admin_api_server: Successfully authenticated request (get_server_custom_network_names) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,324 [DEBUG] admin_api_server: Successfully authenticated request (get_registries) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,324 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,326 [DEBUG] admin_api_server: Successfully authenticated request (get_server_pools) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,343 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,347 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:30:40,488 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:31:05,891 [DEBUG] admin_api_server: Successfully authenticated request (update_image) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:31:05,900 [INFO] admin_api_server: Updated Image (59fcfadb-acca-49c9-8365-ab0625a9d96a) - (kasmweb/ubuntu-jammy-desktop:1.13.1)
2023-06-06 04:31:06,072 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:31:26,280 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:31:48,174 [DEBUG] admin_api_server: Successfully authenticated request (create_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:31:48,291 [INFO] admin_api_server: Create New User (loki)
2023-06-06 04:31:48,443 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:32:24,642 [DEBUG] admin_api_server: Successfully authenticated request (create_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:32:24,751 [INFO] admin_api_server: Create New User (happydayz)
2023-06-06 04:32:24,995 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:32:40,214 [DEBUG] admin_api_server: Successfully authenticated request (create_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:32:40,513 [INFO] admin_api_server: Create New User (simba)
2023-06-06 04:32:40,765 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:32:51,766 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:03,534 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:10,629 [DEBUG] admin_api_server: Successfully authenticated request (delete_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:10,643 [DEBUG] admin_api_server: Deleting User ID (00e6df0f-41d9-44b6-8379-9757b69d41d2)
2023-06-06 04:33:10,804 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:10,927 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:19,697 [DEBUG] admin_api_server: Successfully authenticated request (get_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:19,707 [DEBUG] admin_api_server: Fetched User ID (852d98b0-4ced-4230-8c5e-839e8818fbb4)
2023-06-06 04:33:23,639 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:24,990 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:30,933 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:34,271 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,115 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,124 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,124 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,127 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,131 [DEBUG] admin_api_server: Successfully authenticated request (get_sso_mappings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,136 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,144 [DEBUG] admin_api_server: Successfully authenticated request (get_all_ssos) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,146 [DEBUG] admin_api_server: Successfully authenticated request (get_images_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:48,424 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:50,213 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:52,549 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:53,541 [DEBUG] admin_api_server: Successfully authenticated request (add_user_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:33:53,552 [INFO] admin_api_server: Added user (loki) to group (Administrators)
2023-06-06 04:33:53,681 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:03,643 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:37,128 [DEBUG] admin_api_server: Successfully authenticated request (create_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:37,135 [INFO] admin_api_server: Created Group (e2d33aa7-f306-4fc6-8dac-6db1c6e03bd2) - (onshore)
2023-06-06 04:34:37,267 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:42,311 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:44,374 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,677 [DEBUG] admin_api_server: Successfully authenticated request (get_all_ssos) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,686 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,687 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,693 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,695 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,697 [DEBUG] admin_api_server: Successfully authenticated request (get_images_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,698 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,923 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:46,925 [DEBUG] admin_api_server: Successfully authenticated request (get_sso_mappings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:34:52,472 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:02,565 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:26,323 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:34,087 [DEBUG] admin_api_server: Successfully authenticated request (get_user) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:34,093 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:34,102 [DEBUG] admin_api_server: Fetched User ID (852d98b0-4ced-4230-8c5e-839e8818fbb4)
2023-06-06 04:35:34,357 [DEBUG] admin_api_server: Successfully authenticated request (get_user_images) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:34,358 [DEBUG] admin_api_server: Successfully authenticated request (get_user_groups_settings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:34,358 [DEBUG] admin_api_server: Successfully authenticated request (get_user_usage_dump) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:44,890 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,068 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,075 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,078 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
